image=images/powers/dark_mist.png
#flare_sprite_packer_input=216 169 1 1 276 230 292 299 309 311 348 320 373 322 384 322 378 302 364 280 356 264
#flare_sprite_packer_output=757 230 973 230 757 0 726 399 364 642 378 322 384 0 0 0 0 322 0 624 673 698


[power]
frames=10
duration=1000ms
type=play_once
active_frame=all
frame=0,0,757,230,216,169,108,124
frame=0,1,973,230,1,1,0,0
frame=0,2,973,230,1,1,0,0
frame=0,3,973,230,1,1,0,0
frame=0,4,973,230,1,1,0,0
frame=0,5,973,230,1,1,0,0
frame=0,6,973,230,1,1,0,0
frame=0,7,973,230,1,1,0,0
frame=1,0,757,0,276,230,146,193
frame=1,1,973,230,1,1,0,0
frame=1,2,973,230,1,1,0,0
frame=1,3,973,230,1,1,0,0
frame=1,4,973,230,1,1,0,0
frame=1,5,973,230,1,1,0,0
frame=1,6,973,230,1,1,0,0
frame=1,7,973,230,1,1,0,0
frame=2,0,726,399,292,299,154,258
frame=2,1,973,230,1,1,0,0
frame=2,2,973,230,1,1,0,0
frame=2,3,973,230,1,1,0,0
frame=2,4,973,230,1,1,0,0
frame=2,5,973,230,1,1,0,0
frame=2,6,973,230,1,1,0,0
frame=2,7,973,230,1,1,0,0
frame=3,0,364,642,309,311,163,274
frame=3,1,973,230,1,1,0,0
frame=3,2,973,230,1,1,0,0
frame=3,3,973,230,1,1,0,0
frame=3,4,973,230,1,1,0,0
frame=3,5,973,230,1,1,0,0
frame=3,6,973,230,1,1,0,0
frame=3,7,973,230,1,1,0,0
frame=4,0,378,322,348,320,178,283
frame=4,1,973,230,1,1,0,0
frame=4,2,973,230,1,1,0,0
frame=4,3,973,230,1,1,0,0
frame=4,4,973,230,1,1,0,0
frame=4,5,973,230,1,1,0,0
frame=4,6,973,230,1,1,0,0
frame=4,7,973,230,1,1,0,0
frame=5,0,384,0,373,322,187,288
frame=5,1,973,230,1,1,0,0
frame=5,2,973,230,1,1,0,0
frame=5,3,973,230,1,1,0,0
frame=5,4,973,230,1,1,0,0
frame=5,5,973,230,1,1,0,0
frame=5,6,973,230,1,1,0,0
frame=5,7,973,230,1,1,0,0
frame=6,0,0,0,384,322,192,288
frame=6,1,973,230,1,1,0,0
frame=6,2,973,230,1,1,0,0
frame=6,3,973,230,1,1,0,0
frame=6,4,973,230,1,1,0,0
frame=6,5,973,230,1,1,0,0
frame=6,6,973,230,1,1,0,0
frame=6,7,973,230,1,1,0,0
frame=7,0,0,322,378,302,192,273
frame=7,1,973,230,1,1,0,0
frame=7,2,973,230,1,1,0,0
frame=7,3,973,230,1,1,0,0
frame=7,4,973,230,1,1,0,0
frame=7,5,973,230,1,1,0,0
frame=7,6,973,230,1,1,0,0
frame=7,7,973,230,1,1,0,0
frame=8,0,0,624,364,280,186,267
frame=8,1,973,230,1,1,0,0
frame=8,2,973,230,1,1,0,0
frame=8,3,973,230,1,1,0,0
frame=8,4,973,230,1,1,0,0
frame=8,5,973,230,1,1,0,0
frame=8,6,973,230,1,1,0,0
frame=8,7,973,230,1,1,0,0
frame=9,0,673,698,356,264,186,259
frame=9,1,973,230,1,1,0,0
frame=9,2,973,230,1,1,0,0
frame=9,3,973,230,1,1,0,0
frame=9,4,973,230,1,1,0,0
frame=9,5,973,230,1,1,0,0
frame=9,6,973,230,1,1,0,0
frame=9,7,973,230,1,1,0,0
