[tileset]
img=images/tilesets/tileset_cave.png

tile=16,1152,1149,192,96,96,48
tile=17,1152,1245,192,96,96,48
tile=18,1344,1255,192,96,96,48
tile=19,1536,1344,192,96,96,48
tile=20,1728,1344,192,96,96,48
tile=21,384,1044,192,96,96,48
tile=22,192,1046,192,96,96,48
tile=23,0,1048,192,96,96,48
tile=24,576,1044,192,96,96,48
tile=25,384,1140,192,96,96,48
tile=26,192,1142,192,96,96,48
tile=27,0,1144,192,96,96,48
tile=28,576,1140,192,96,96,48
tile=29,768,1171,192,96,96,48
tile=30,384,1236,192,96,96,48
tile=31,192,1238,192,96,96,48
tile=32,0,1240,192,96,96,48
tile=33,576,1236,192,96,96,48
tile=34,768,1267,192,96,96,48
tile=35,960,1277,192,96,96,48
tile=36,1152,1341,192,96,96,48
tile=37,1344,1351,192,96,96,48
tile=38,1536,1440,192,96,96,48
tile=39,1728,1440,192,96,96,48
tile=40,384,1332,192,96,96,48
tile=41,192,1334,192,96,96,48
tile=42,0,1336,192,96,96,48
tile=43,576,1332,192,96,96,48
tile=44,768,1363,192,96,96,48
tile=45,960,1373,192,96,96,48
tile=46,1152,1437,192,96,96,48
tile=47,1344,1447,192,96,96,48
tile=48,1536,1536,192,96,96,48
tile=49,1728,1536,192,96,96,48
tile=50,384,1428,192,96,96,48
tile=51,192,1430,192,96,96,48
tile=52,0,1432,192,96,96,48
tile=53,576,1428,192,96,96,48
tile=54,768,1459,192,96,96,48
tile=55,960,1469,192,96,96,48
tile=56,1824,2599,114,96,18,48
tile=57,1938,2599,114,96,96,48
tile=64,1185,2676,176,339,96,298
tile=65,1232,2336,176,339,80,298
tile=66,321,2712,176,323,80,275
tile=67,497,2712,176,323,96,275
tile=68,1252,1993,176,339,96,298
tile=69,1361,2675,176,339,80,298
tile=70,674,2043,176,317,80,269
tile=71,833,2704,176,317,96,269
tile=72,192,192,192,342,96,298
tile=73,0,1528,183,346,87,298
tile=74,960,192,192,317,96,269
tile=75,573,1524,183,346,96,298
tile=76,768,192,192,339,96,298
tile=77,0,2376,176,346,80,298
tile=78,1152,192,192,317,96,269
tile=79,528,2363,176,346,96,298
tile=80,357,2078,160,306,80,298
tile=81,1140,2026,112,310,16,269
tile=82,1584,2389,160,278,80,230
tile=83,1324,1662,112,310,96,269
tile=84,850,2026,168,312,88,298
tile=85,1920,1346,122,310,26,269
tile=86,1889,2113,168,276,80,228
tile=87,1920,1029,122,317,96,269
tile=96,1148,1652,176,341,96,298
tile=97,880,2338,176,341,80,298
tile=98,0,192,192,344,96,298
tile=99,161,2722,160,314,80,298
tile=100,1009,2679,176,340,96,298
tile=101,1408,2332,176,339,80,298
tile=102,384,192,192,340,96,298
tile=103,673,2709,160,326,80,298
tile=104,1428,1972,176,339,96,298
tile=105,704,2360,176,344,80,298
tile=106,176,2386,176,326,80,278
tile=107,352,2386,176,326,96,278
tile=108,1547,1632,176,339,96,298
tile=109,1723,1632,176,339,80,298
tile=110,1899,1656,157,284,61,271
tile=111,517,2078,157,285,61,271
tile=112,1056,2336,176,340,96,298
tile=113,1537,2671,176,339,80,298
tile=114,576,192,192,340,96,298
tile=115,0,2722,161,314,81,298
tile=116,1436,1662,111,310,96,269
tile=117,1713,2667,111,310,15,269
tile=118,1920,719,123,310,96,269
tile=119,1018,2026,122,310,26,269
tile=120,1920,0,131,310,96,269
tile=121,1920,310,131,310,35,269
tile=128,756,1781,93,79,39,65
tile=129,1697,2227,92,79,39,65
tile=130,1008,1796,93,79,39,65
tile=131,1604,2227,93,79,39,65
tile=132,1604,2140,99,87,48,68
tile=133,779,1860,69,133,24,121
tile=134,1584,2311,147,77,65,62
tile=135,1744,2542,80,120,21,108
tile=144,1009,1565,139,125,66,105
tile=145,542,1870,82,206,17,189
tile=146,1604,1971,100,169,37,141
tile=147,850,1656,158,225,62,201
tile=148,1344,192,192,295,96,261
tile=149,179,2073,178,313,82,268
tile=150,183,1850,179,223,96,192
tile=151,1887,2389,168,104,72,67
tile=152,1920,620,129,99,67,69
tile=153,363,1846,179,232,83,193
tile=160,1824,2951,92,86,40,65
tile=161,1916,2951,91,86,40,65
tile=162,1922,2801,93,108,35,92
tile=163,1922,2695,111,106,45,82
tile=176,1862,2493,115,106,67,85
tile=177,1008,1690,121,106,40,85
tile=178,756,1656,94,125,35,92
tile=179,1744,2427,118,115,45,91
tile=192,1536,192,192,128,96,48
animation=192;1536,192,250ms;1536,960,250ms;
tile=193,1728,192,192,128,96,48
animation=193;1728,192,250ms;1728,960,250ms;
tile=194,1536,320,192,128,96,48
animation=194;1536,320,250ms;384,660,250ms;
tile=195,1728,320,192,128,96,48
animation=195;1728,320,250ms;192,662,250ms;
tile=196,1536,448,192,128,96,48
animation=196;1536,448,250ms;0,664,250ms;
tile=197,1344,487,192,128,96,48
animation=197;1344,487,250ms;576,660,250ms;
tile=198,1728,448,192,128,96,48
animation=198;1728,448,250ms;768,787,250ms;
tile=199,1536,576,192,128,96,48
animation=199;1536,576,250ms;960,893,250ms;
tile=200,1728,576,192,128,96,48
animation=200;1728,576,250ms;1152,893,250ms;
tile=201,960,509,192,128,96,48
animation=201;960,509,250ms;1344,999,250ms;
tile=202,768,531,192,128,96,48
animation=202;768,531,250ms;1536,1088,250ms;
tile=203,1152,509,192,128,96,48
animation=203;1152,509,250ms;1728,1088,250ms;
tile=204,1344,615,192,128,96,48
animation=204;1344,615,250ms;384,788,250ms;
tile=205,1536,704,192,128,96,48
animation=205;1536,704,250ms;192,790,250ms;
tile=206,1728,704,192,128,96,48
animation=206;1728,704,250ms;0,792,250ms;
tile=207,960,637,192,128,96,48
animation=207;960,637,250ms;576,788,250ms;
tile=208,1152,637,192,128,96,48
animation=208;1152,637,250ms;768,915,250ms;
tile=209,1344,743,192,128,96,48
animation=209;1344,743,250ms;960,1021,250ms;
tile=210,1536,832,192,128,96,48
animation=210;1536,832,250ms;1152,1021,250ms;
tile=211,1728,832,192,128,96,48
animation=211;1728,832,250ms;1344,1127,250ms;
tile=212,384,532,192,128,96,48
animation=212;384,532,250ms;1536,1216,250ms;
tile=213,192,534,192,128,96,48
animation=213;192,534,250ms;1728,1216,250ms;
tile=214,0,536,192,128,96,48
animation=214;0,536,250ms;384,916,250ms;
tile=215,576,532,192,128,96,48
animation=215;576,532,250ms;192,918,250ms;
tile=216,768,659,192,128,96,48
animation=216;768,659,250ms;0,920,250ms;
tile=217,960,765,192,128,96,48
animation=217;960,765,250ms;576,916,250ms;
tile=218,1152,765,192,128,96,48
animation=218;1152,765,250ms;768,1043,250ms;
tile=219,1344,871,192,128,96,48
animation=219;1344,871,250ms;960,1149,250ms;
tile=224,1713,2073,176,98,88,48
tile=225,0,2076,178,102,85,53
tile=226,1713,1971,176,102,88,53
tile=227,0,2279,177,97,85,48
tile=228,192,1526,188,119,92,64
tile=229,1152,1533,190,119,94,64
tile=230,1342,1543,190,119,94,64
tile=231,384,1524,189,120,93,64
tile=232,183,1747,180,103,88,54
tile=233,756,1555,181,101,87,53
tile=234,364,1746,181,100,88,52
tile=235,380,1644,182,102,88,53
tile=236,0,2178,178,101,87,52
tile=237,0,1874,179,102,88,53
tile=238,0,1976,179,100,88,51
tile=239,183,1645,181,102,89,53
tile=240,1789,2171,98,256,49,231
tile=241,1824,2695,98,256,49,231
tile=264,0,0,384,192,96,96
tile=265,384,0,384,192,96,96
animation=265;384,0,66ms;768,0,66ms;1152,0,66ms;1536,0,66ms;
# tile=266,998,1881,148,145,64,107
# tile=267,1899,1940,154,173,58,135
# tile=268,848,1881,150,145,63,107
# tile=269,624,1870,155,173,86,135

[tileset]
img=images/tilesets/tileset_dungeon.png
tile=266,1438,2644,192,96,96,48
tile=267,1817,1588,192,95,96,47
tile=268,1754,1779,192,95,96,47
tile=269,1590,3288,192,96,96,48
tile=270,1754,1683,192,96,96,48
tile=271,1766,1874,192,96,96,48
tile=272,1766,1970,192,96,96,48
tile=273,1768,2066,192,96,96,48
tile=274,1782,2162,192,96,96,48
tile=275,1782,2258,192,96,96,48
tile=276,1782,2354,192,96,96,48
tile=277,1782,2450,192,96,96,48
tile=278,1782,2546,192,96,96,48
tile=279,1782,2642,192,96,96,48
tile=280,1782,2738,192,96,96,48
tile=281,1782,2834,192,96,96,48
tile=282,1782,2930,192,96,96,48
