[tileset]
img=images/tilesets/tileset_dungeon.png
tile=16,1438,2644,192,96,96,48
tile=17,1817,1588,192,95,96,47
tile=18,1754,1779,192,95,96,47
tile=19,1590,3288,192,96,96,48
tile=20,1754,1683,192,96,96,48
tile=21,1766,1874,192,96,96,48
tile=22,1766,1970,192,96,96,48
tile=23,1768,2066,192,96,96,48
tile=24,1782,2162,192,96,96,48
tile=25,1782,2258,192,96,96,48
tile=26,1782,2354,192,96,96,48
tile=27,1782,2450,192,96,96,48
tile=28,1782,2546,192,96,96,48
tile=29,1782,2642,192,96,96,48
tile=30,1782,2738,192,96,96,48
tile=31,1782,2834,192,96,96,48
tile=32,1782,2930,192,96,96,48
tile=33,1768,3026,192,96,96,48
tile=34,1768,3122,192,96,96,48
tile=35,1782,3218,192,96,96,48
tile=36,1782,3314,192,95,96,47
tile=37,1772,3505,192,95,96,47
tile=38,1767,3600,192,95,96,47
tile=39,1974,2512,192,95,96,47
tile=40,1974,2607,192,95,96,47
tile=41,1974,2702,192,95,96,47
tile=42,1772,3409,192,96,96,48
tile=43,1750,3695,192,96,96,48
tile=44,1756,3791,192,96,96,48
tile=45,1974,2797,192,95,96,47
tile=46,1756,3887,192,96,96,48
tile=47,1960,2032,192,96,96,48
tile=48,1596,384,192,367,96,48
tile=49,1980,384,96,367,96,48
tile=50,1387,774,96,367,0,48
tile=51,1979,987,176,94,88,46
tile=52,1974,3272,176,94,88,46
tile=56,1974,2128,192,96,96,48
tile=57,1974,2892,192,95,96,47
tile=58,1974,2987,192,95,96,47
tile=59,1974,2224,192,96,96,48
tile=60,1974,2320,192,96,96,48
tile=61,1960,3082,192,95,96,47
tile=62,1974,3177,192,95,96,47
tile=63,1974,2416,192,96,96,48
tile=64,384,3081,178,328,96,287
tile=65,384,3409,178,328,82,287
tile=66,576,2129,178,314,82,266
tile=67,562,3427,178,315,96,267
tile=68,576,1801,178,328,96,287
tile=69,562,2443,178,328,82,287
tile=70,758,1492,178,315,82,267
tile=71,936,1492,178,315,96,267
tile=72,1675,751,112,308,96,267
tile=73,1234,3106,164,295,82,287
tile=74,1292,1493,112,307,16,266
tile=75,1274,2477,164,287,82,239
tile=76,1206,1158,178,335,96,287
tile=77,1787,761,192,328,96,287
tile=78,384,2416,178,335,82,287
tile=79,630,1158,192,315,96,267
tile=80,1466,2740,178,186,96,145
tile=81,1590,3102,178,186,82,145
tile=82,1466,2926,178,176,82,128
tile=83,1594,3384,178,176,96,128
tile=88,2015,1351,112,170,96,129
tile=89,1586,3695,164,153,81,145
tile=90,1474,3673,112,169,16,128
tile=91,1618,2235,164,136,83,88
tile=92,384,3737,178,193,96,145
tile=93,192,3754,192,186,96,145
tile=94,927,3775,178,193,82,145
tile=95,1426,2219,192,176,96,128
tile=96,562,2771,178,328,96,287
tile=97,562,3099,178,328,82,287
tile=98,754,1807,178,328,96,287
tile=99,932,1807,178,328,82,287
tile=100,754,2135,178,328,96,287
tile=101,932,2135,178,328,82,287
tile=102,740,2463,178,328,96,287
tile=103,740,2791,178,328,82,287
tile=104,384,2751,178,330,96,287
tile=105,576,1473,182,328,86,287
tile=106,918,2463,178,328,96,287
tile=107,740,3119,178,328,82,287
tile=108,918,2791,178,328,96,287
tile=109,918,3119,178,328,82,287
tile=110,1404,1437,145,274,49,250
tile=111,1436,3390,158,283,62,252
tile=112,930,3447,178,328,96,287
tile=113,1114,1493,178,328,82,287
tile=114,1110,1821,178,328,96,287
tile=115,1110,2149,178,328,82,287
tile=116,1096,2792,178,314,82,266
tile=117,1096,2477,178,315,96,267
tile=118,1692,1566,125,97,72,72
tile=119,2035,1935,118,97,46,72
tile=120,1644,2882,121,109,46,72
tile=121,1964,3560,125,109,72,72
tile=122,2023,1521,144,109,72,72
tile=123,1599,1836,147,109,72,72
tile=124,1644,2991,123,109,72,72
tile=125,2005,1254,144,97,72,72
tile=126,1959,3669,121,109,46,72
tile=127,1618,2371,147,109,72,72
tile=128,1105,3780,137,219,50,197
tile=129,1242,3780,136,219,50,197
tile=130,2034,0,133,217,50,195
tile=131,1692,1349,134,217,50,195
tile=132,1979,761,188,226,93,179
tile=133,1826,1362,189,226,93,179
tile=134,1594,3560,173,135,77,96
tile=135,1584,3848,172,135,77,96
tile=136,1964,3463,139,97,64,70
tile=137,1974,3366,140,97,64,70
tile=144,1288,2389,93,86,40,66
tile=145,2076,539,91,86,40,66
tile=146,2069,3778,92,108,35,93
tile=147,1474,3842,110,106,45,83
tile=148,1644,2738,115,144,43,129
tile=149,2034,217,122,144,43,129
tile=150,2089,3560,76,80,28,66
tile=151,2062,3886,97,82,42,62
tile=160,1948,3884,114,106,67,86
tile=161,1948,3778,121,106,40,86
tile=162,2076,625,90,121,35,93
tile=163,1630,2624,117,114,45,91
tile=164,1617,2480,116,144,43,129
tile=165,2023,1630,122,144,43,129
tile=166,2080,3706,61,61,32,47
tile=167,0,1612,192,384,96,336
animation=167;0,1612,66ms;0,1996,66ms;0,2380,66ms;0,2764,66ms;0,3148,66ms;0,3532,66ms;619,774,66ms;811,774,66ms;
tile=176,184,3940,79,50,42,14
tile=177,263,3940,66,44,39,31
tile=178,1378,3942,86,57,47,33
tile=179,1675,1059,73,30,34,29
tile=180,2089,3640,70,66,59,40
tile=181,1274,3048,139,58,74,22
tile=182,1246,3696,186,67,90,25
tile=183,0,3916,184,74,89,28
tile=192,0,1258,246,354,192,324
tile=193,1404,0,246,354,54,324
tile=194,754,3742,173,247,77,207
tile=195,246,1450,96,162,0,121
tile=196,1946,1683,77,162,77,121
tile=197,562,3742,192,246,96,207
tile=198,1958,1845,77,161,77,120
tile=199,1670,1089,192,260,96,220
tile=200,1426,1711,173,259,77,220
tile=201,2035,1774,96,161,0,120
tile=202,2076,361,85,178,85,131
tile=203,1426,1970,192,249,96,207
tile=204,1438,2395,179,249,83,207
tile=205,1378,3763,96,179,0,131
tile=208,192,2743,192,337,96,292
tile=209,822,1158,192,334,96,287
tile=210,384,1450,192,322,96,274
tile=211,1788,384,192,377,96,329
tile=212,1014,1158,192,334,96,287
tile=213,192,3080,192,337,96,292
tile=214,192,1612,192,377,96,329
tile=215,384,1772,192,322,96,274
