image=images/enemies/antlion_small.png
#flare_sprite_packer_input=76 69 98 75 84 59 98 74 69 69 98 74 84 63 98 75 76 69 99 74 86 59 99 74 69 69 99 74 86 62 99 74 75 67 100 72 86 58 100 72 68 67 100 72 86 60 100 73 73 66 99 73 85 58 98 71 66 65 98 72 85 58 98 73 76 59 77 65 70 61 73 61 73 64 76 60 70 60 73 66 75 63 82 68 84 59 87 65 67 66 82 63 84 60 88 69 74 67 86 69 100 55 99 69 68 67 86 68 100 59 98 69 75 66 80 64 86 60 88 68 67 63 80 68 86 59 89 64 76 64 73 61 70 61 76 65 73 59 73 66 70 60 76 60 75 66 85 65 83 59 82 68 67 63 86 69 82 60 82 63 74 67 98 69 99 55 86 68 68 68 99 69 99 59 86 68 76 62 96 68 96 58 81 60 70 66 96 64 96 58 81 67 86 79 104 83 95 68 112 87 87 77 112 74 94 63 107 74 61 113 69 112 103 92 96 103 71 111 81 96 104 78 95 91 78 90 90 104 68 98 94 106 89 89 108 63 72 62 78 71 120 51 112 82 53 87 110 77 123 53 116 59 54 71 105 63 87 65 85 66 74 54 85 64 78 66 88 73 74 74 85 73 83 62 82 57 67 51 77 55 77 63 78 65 69 69 76 69 83 74 89 78 69 68 91 80 79 76 90 70 71 67 89 72 85 66 83 80 60 78 86 80 88 71 93 59 59 57 77 58 54 78 61 78 63 76 61 80 61 81 66 77 63 65 64 69 76 71 71 67 63 60 76 55 63 69 61 79 61 75 82 81 79 65 80 75 62 66 85 60 77 67 76 73 63 70 85 68 78 69 75 78 62 70 83 70 75 70 77 78 64 68 81 64 93 64 98 61 86 54 84 56 93 53 98 59 82 61 84 70 69 58 78 55 79 47 78 45 71 46 76 51 76 50 78 61 71 57 75 55 75 49 84 48 72 48 75 54 72 50 84 58 70 57 76 54 75 48 89 48 72 50 76 56 75 50 89 58 76 55 81 53 75 49 89 48 78 50 80 56 75 50 89 56 70 57 76 54 75 48 89 48 72 50 76 56 75 50 89 58 76 55 81 53 75 49 89 48 78 50 80 56 75 50 89 56 76 55 81 53 75 49 89 48 78 50 80 56 75 50 89 56 15 35 32 35 35 31 30 39 19 40 37 34 37 22 30 30 44 43 51 50 60 49 57 60 49 65 59 60 65 47 60 37 60 46 66 46 61 64 52 69 60 64 70 61 64 46 56 44 63 59 83 49 66 54 61 54 62 49 76 54 60 54 61 65 60 65 68 61 69 60 81 64 58 60 69 65 66 53 85 63 71 67 88 64 76 63 77 75 68 67 91 72 76 58 82 64
#flare_sprite_packer_output=778 799 96 176 368 725 181 312 545 799 186 386 150 772 329 77 854 799 186 460 341 232 186 534 1537 199 427 129 90 251 528 74 1063 362 1323 0 341 291 1423 0 1648 191 1523 0 366 784 751 53 1138 359 526 148 1409 130 627 78 1508 394 625 149 1494 141 625 221 866 665 785 666 1088 665 1362 362 1435 362 790 606 1018 666 1362 296 1641 258 104 484 895 363 723 308 1574 393 888 109 979 363 1501 72 1249 63 528 661 428 74 427 203 1002 726 614 664 176 253 625 294 1211 292 977 236 704 606 528 593 1131 484 782 731 970 117 1160 63 1133 228 1158 665 1274 556 1286 295 1138 425 1435 296 1315 854 942 666 1211 358 700 666 866 606 700 731 1286 423 528 730 972 484 977 300 814 126 432 341 526 221 614 732 1648 123 427 272 526 276 614 800 132 630 434 410 874 51 69 788 1072 793 620 483 970 59 808 193 194 174 0 405 530 335 94 0 345 349 428 0 1066 63 540 0 71 579 0 690 0 313 0 106 0 579 69 692 647 0 0 488 103 313 0 209 0 802 0 0 96 87 1110 0 1211 424 234 764 874 0 206 0 185 87 318 0 751 0 994 0 312 762 1218 0 723 373 68 848 1567 459 810 308 810 372 346 426 241 835 443 550 888 422 949 609 1632 678 1287 240 1054 484 1045 547 862 724 1057 223 445 623 208 608 1353 423 238 82 362 499 530 475 931 726 441 478 723 242 150 692 308 684 341 152 153 835 1623 64 1454 837 1381 188 132 552 280 243 1508 318 284 370 280 162 297 607 1123 547 1344 547 452 770 930 793 1310 726 1092 859 1419 600 285 450 1571 318 104 403 966 544 363 575 1138 726 970 176 1134 292 452 697 482 841 723 174 700 799 233 686 1274 486 399 844 1059 292 285 529 1323 786 889 172 1623 0 625 363 1323 130 801 550 619 547 621 424 971 423 315 844 1579 141 1053 429 1458 199 806 868 545 868 1198 542 1186 593 1209 231 1168 857 1641 321 1488 569 808 260 1413 669 1641 376 1485 668 888 484 1484 718 940 860 1262 617 530 545 1567 513 1198 486 1641 430 1323 72 1412 491 1139 175 1344 616 725 126 1364 246 805 494 1641 480 719 438 1513 834 1016 860 1639 530 1056 126 1638 628 1336 491 1482 618 1412 72 1491 459 1031 612 1564 563 1145 127 1442 246 808 438 1639 578 716 494 1488 514 1220 178 1563 612 1234 130 1520 268 1301 184 1557 661 712 550 528 799 1626 776 1606 233 1589 72 725 78 1606 199 1178 643 1589 111 1369 665 1658 776 1643 826 1387 786 1200 726 1425 717 1626 729 1583 873 746 868 616 868 1249 726 1373 717 1263 790 1231 665 682 868 884 868 1502 775 1056 174 1557 711 1565 765 279 321 1412 546 1583 819 1142 792 1203 791 1301 665 1385 854 885 542 1444 777 1422 426 1112 612 892 236 1001 793 616 600 1286 360 368 650 1070 726 530 403 1239 856 895 299


[stance]
frames=4
duration=533ms
type=back_forth
frame=0,0,778,799,76,69,33,48
frame=0,1,96,176,98,75,49,50
frame=0,2,368,725,84,59,42,45
frame=0,3,181,312,98,74,49,50
frame=0,4,545,799,69,69,34,48
frame=0,5,186,386,98,74,49,50
frame=0,6,150,772,84,63,42,49
frame=0,7,329,77,98,75,49,50
frame=1,0,854,799,76,69,33,48
frame=1,1,186,460,99,74,49,50
frame=1,2,341,232,86,59,43,45
frame=1,3,186,534,99,74,50,50
frame=1,4,1537,199,69,69,34,48
frame=1,5,427,129,99,74,50,50
frame=1,6,90,251,86,62,43,48
frame=1,7,528,74,99,74,49,50
frame=2,0,1063,362,75,67,33,46
frame=2,1,1323,0,100,72,50,48
frame=2,2,341,291,86,58,43,44
frame=2,3,1423,0,100,72,50,48
frame=2,4,1648,191,68,67,34,46
frame=2,5,1523,0,100,72,50,48
frame=2,6,366,784,86,60,43,46
frame=2,7,751,53,100,73,50,49
frame=3,0,1138,359,73,66,32,45
frame=3,1,526,148,99,73,49,48
frame=3,2,1409,130,85,58,42,44
frame=3,3,627,78,98,71,49,47
frame=3,4,1508,394,66,65,34,44
frame=3,5,625,149,98,72,49,47
frame=3,6,1494,141,85,58,43,44
frame=3,7,625,221,98,73,49,48

[run]
frames=8
duration=533ms
type=looped
frame=0,0,866,665,76,59,35,44
frame=0,1,785,666,77,65,45,43
frame=0,2,1088,665,70,61,29,42
frame=0,3,1362,362,73,61,45,45
frame=0,4,1435,362,73,64,38,44
frame=0,5,790,606,76,60,31,46
frame=0,6,1018,666,70,60,41,43
frame=0,7,1362,296,73,66,28,44
frame=1,0,1641,258,75,63,33,46
frame=1,1,104,484,82,68,46,45
frame=1,2,895,363,84,59,38,43
frame=1,3,723,308,87,65,50,47
frame=1,4,1574,393,67,66,34,45
frame=1,5,888,109,82,63,36,47
frame=1,6,979,363,84,60,46,45
frame=1,7,1501,72,88,69,37,46
frame=2,0,1249,63,74,67,33,47
frame=2,1,528,661,86,69,43,48
frame=2,2,428,74,100,55,49,45
frame=2,3,427,203,99,69,49,48
frame=2,4,1002,726,68,67,34,46
frame=2,5,614,664,86,68,43,48
frame=2,6,176,253,100,59,49,45
frame=2,7,625,294,98,69,48,48
frame=3,0,1211,292,75,66,33,45
frame=3,1,977,236,80,64,34,47
frame=3,2,704,606,86,60,46,44
frame=3,3,528,593,88,68,38,45
frame=3,4,1131,484,67,63,34,45
frame=3,5,782,731,80,68,46,45
frame=3,6,970,117,86,59,39,44
frame=3,7,1160,63,89,64,50,47
frame=4,0,1133,228,76,64,35,44
frame=4,1,1158,665,73,61,28,45
frame=4,2,1274,556,70,61,41,42
frame=4,3,1286,295,76,65,31,43
frame=4,4,1138,425,73,59,38,44
frame=4,5,1435,296,73,66,45,44
frame=4,6,1315,854,70,60,29,43
frame=4,7,942,666,76,60,45,46
frame=5,0,1211,358,75,66,33,45
frame=5,1,700,666,85,65,36,47
frame=5,2,866,606,83,59,46,43
frame=5,3,700,731,82,68,36,45
frame=5,4,1286,423,67,63,34,46
frame=5,5,528,730,86,69,49,46
frame=5,6,972,484,82,60,36,45
frame=5,7,977,300,82,63,46,47
frame=6,0,814,126,74,67,33,46
frame=6,1,432,341,98,69,48,48
frame=6,2,526,221,99,55,49,45
frame=6,3,614,732,86,68,43,48
frame=6,4,1648,123,68,68,34,47
frame=6,5,427,272,99,69,49,48
frame=6,6,526,276,99,59,49,45
frame=6,7,614,800,86,68,43,48
frame=7,0,132,630,76,62,34,45
frame=7,1,434,410,96,68,55,45
frame=7,2,874,51,96,58,44,42
frame=7,3,69,788,81,60,46,45
frame=7,4,1072,793,70,66,34,45
frame=7,5,620,483,96,64,40,47
frame=7,6,970,59,96,58,51,44
frame=7,7,808,193,81,67,35,43

[swing]
frames=4
duration=266ms
type=play_once
frame=0,0,194,174,86,79,40,59
frame=0,1,0,405,104,83,56,60
frame=0,2,530,335,95,68,44,54
frame=0,3,94,0,112,87,47,64
frame=0,4,345,349,87,77,40,59
frame=0,5,428,0,112,74,46,55
frame=0,6,1066,63,94,63,43,52
frame=0,7,540,0,107,74,59,56
frame=1,0,71,579,61,113,21,96
frame=1,1,0,690,69,112,22,91
frame=1,2,0,313,103,92,42,78
frame=1,3,0,106,96,103,43,82
frame=1,4,0,579,71,111,37,94
frame=1,5,69,692,81,96,43,93
frame=1,6,647,0,104,78,42,81
frame=1,7,0,488,95,91,33,88
frame=2,0,103,313,78,90,47,76
frame=2,1,0,209,90,104,50,85
frame=2,2,0,802,68,98,29,85
frame=2,3,0,0,94,106,39,86
frame=2,4,96,87,89,89,27,74
frame=2,5,1110,0,108,63,40,54
frame=2,6,1211,424,72,62,31,50
frame=2,7,234,764,78,71,39,62
frame=3,0,874,0,120,51,93,39
frame=3,1,206,0,112,82,74,64
frame=3,2,185,87,53,87,24,74
frame=3,3,318,0,110,77,36,58
frame=3,4,751,0,123,53,27,39
frame=3,5,994,0,116,59,39,34
frame=3,6,312,762,54,71,28,31
frame=3,7,1218,0,105,63,69,33

[cast]
frames=4
duration=400ms
type=play_once
frame=0,0,194,174,86,79,40,59
frame=0,1,0,405,104,83,56,60
frame=0,2,530,335,95,68,44,54
frame=0,3,94,0,112,87,47,64
frame=0,4,345,349,87,77,40,59
